,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y
0,1.0,"7th Ave. (B,Q)",310 FLATBUSH AVE Brooklyn NY 11238,11238.0,partially hidden behind counter,Y,Y,Y,Janelle,BK,JP,6/38,6.0,38.0,6/38,6.0,38.0,SA,2/34,2.0,34.0,4/34,4.0,34,,,,,,,,1,"7th Ave. (B,Q)",310 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,,,,,,,"7th Ave. (B,Q)",310 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,Y,N,,,,Y,1.0,palma,,N,,,,N,0.0,,,N,,,,N,,,,N,,,,Y,1.0,Vanilla,,N,,,,N,,,,1,
1,2.0,"7th Ave. (B,Q)",387 FLATBUSH AVE Brooklyn NY 11238,11238.0,"very far behind counter, difficult to see",Y,Y ,Y - But does not capture all cigs on display,Janelle,BK,JP,3/14,3.0,14.0,4/14,4.0,14.0,SA,3/18,3.0,18.0,3/18,3.0,18,,,,,,,,2,"7th Ave. (B,Q)",387 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,4.0,"sweet, buzz, white grape",,n,,,,n,,,,y,1.0,gold,,n,,,,"backwoods, bluntville",2.0,"sweet aromatic, palma",,4.0,,"7th Ave. (B,Q)",387 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,Y,N,,,,Y,1.0,Palma,,N,,,,N,,,,Y,4.0,"sweet, buzz, white grape",white,N,,,,N,,,,Y,2.0,Vanilla,,N,,,,N,,,,,
2,3.0,"7th Ave. (B,Q)",322 FLATBUSH AVE Brooklyn NY 11238,11238.0,Difficult to see if menthol,Y ,Y ,Y - Blurry ,Janelle,BK,JP,60/339,60.0,339.0,60/339,60.0,339.0,SA,6/42,6.0,42.0,10/42,10.0,42,,,,,,,,3,"7th Ave. (B,Q)",322 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"7th Ave. (B,Q)",322 FLATBUSH AVE Brooklyn NY 11238,BK,11238.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
3,4.0,Bedford Ave. (L),150 N 7TH ST Brooklyn NY 11211,11221.0,,Y,Y,Y,Janelle & Sally,BK,JP,9/34,9.0,34.0,10/34,10.0,34.0,SA,9/34,9.0,34.0,11/34,11.0,34,,,,,,,,4,Bedford Ave. (L),150 N 7TH ST Brooklyn NY 11211,BK,11221.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,Bedford Ave. (L),150 N 7TH ST Brooklyn NY 11211,BK,11221.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
4,5.0,Bedford Ave. (L),183 BEDFORD AVE Brooklyn NY 11211,11221.0,,Y,Y,Y,Janelle & Sally,BK,JP,14/46,14.0,46.0,15/46,15.0,46.0,SA,15/50,15.0,50.0,20/50,20.0,50,,,,,,,,5,Bedford Ave. (L),183 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bedford Ave. (L),183 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,Y,N,,,,N,,,,Y,2.0,"Zero+, Kush",,N,,,,Y,4.0,"Buzz, Sweet, Black Natural, OG Kush",,N,,,,Y,1.0,Summer Love,,Y,3.0,"Pink Diva, Gold, VANILLA",,N,,,,N,,,,,
5,6.0,Bedford Ave. (L),167 BEDFORD AVE Brooklyn NY 11211,11221.0,paritally blocked by vendor,Y,Y ,Y-acceptable ,Janelle & Sally,BK,JP,23/95,23.0,95.0,28/95,28.0,95.0,RL,23/93,23.0,93.0,28/93,28.0,93,,,,,,,,6,Bedford Ave. (L),167 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bedford Ave. (L),167 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
6,7.0,Bedford Ave. (L),160 BEDFORD AVE Brooklyn NY 11249,11249.0,,Y,Y ,Y-acceptable ,Janelle & Sally,BK,JP,8/56,8.0,56.0,11/56,11.0,56.0,RL,8/56,8.0,56.0,10/56,10.0,56,,,,,,,,7,Bedford Ave. (L),160 BEDFORD AVE Brooklyn NY 11249,BK,11249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bedford Ave. (L),160 BEDFORD AVE Brooklyn NY 11249,BK,11249.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,3.0,Vanilla,,N,,,,N,,,,,
7,8.0,Bedford Ave. (L),154 BEDFORD AVE Brooklyn NY 11249,11249.0,display is misleading,Y,Y ,Y,Janelle & Sally,BK,JP,6/72,6.0,72.0,13/72,13.0,72.0,RL,5/70,5.0,70.0,13/70,13.0,70,,,,,,,,8,Bedford Ave. (L),154 BEDFORD AVE Brooklyn NY 11249,BK,11249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bedford Ave. (L),154 BEDFORD AVE Brooklyn NY 11249,BK,11249.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
8,9.0,Bedford Ave. (L),185 BEDFORD AVE Brooklyn NY 11211,11221.0,Best wall of cigs seen ,Y,Y ,Y ,Janelle & Sally,BK,JP,99/293,99.0,293.0,108/293,108.0,293.0,SA,10/44,10.0,44.0,13/44,13.0,44,,,,,,,,9,Bedford Ave. (L),185 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,Bedford Ave. (L),185 BEDFORD AVE Brooklyn NY 11211,BK,11221.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
9,10.0,"Kings Highway (B,Q)",1932 KINGS HWY Brooklyn NY 11229,11229.0,blocked by vendor,Y,Y,N ,Janelle,BK,JP,5/18,5.0,18.0,5/18,5.0,18.0,RL,5/18,5.0,18.0,5/18,5.0,18,,,,,,,,10,"Kings Highway (B,Q)",1932 KINGS HWY Brooklyn NY 11229,BK,11229.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Kings Highway (B,Q)",1932 KINGS HWY Brooklyn NY 11229,BK,11229.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
10,11.0,"Kings Highway (B,Q)",1521 KINGS HWY Brooklyn NY 11229,11229.0,Pharmacy,Y,Y,Y - Good quality,Janelle,BK,JP,16/130,16.0,130.0,22/130,22.0,130.0,SA,14/31,14.0,31.0,4/31,4.0,31,,,,,,,,11,"Kings Highway (B,Q)",1521 KINGS HWY Brooklyn NY 11229,BK,11229.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,al capone,1.0,sweet (cognac),,,,"Kings Highway (B,Q)",1521 KINGS HWY Brooklyn NY 11229,BK,11229.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
11,12.0,"Kings Highway (B,Q)",1806 KINGS HWY Brooklyn NY 11229,11229.0,,Y,Y,Y - Good quality,Janelle,BK,JP,32/118,32.0,118.0,38/118,38.0,118.0,SA,36/122,36.0,122.0,43/122,43.0,122,,,,,,,,12,"Kings Highway (B,Q)",1806 KINGS HWY Brooklyn NY 11229,BK,11229.0,y,n,,,,y,2.0,"le prive, palma",,n,,,,y,1.0,straight up,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,backwoods,1.0,sweet aromatic,,4.0,,"Kings Highway (B,Q)",1806 KINGS HWY Brooklyn NY 11229,BK,11229.0,Y,N,,,,Y,2.0,"Palma, Le Prive",,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,Vanilla,,N,,,,N,,,,,
12,13.0,"Kings Highway (B,Q)",1401 KINGS HWY Brooklyn NY 11229,11229.0,,Y,Y,Y - Good quality,Janelle,BK,JP,66/342,66.0,342.0,78/342,78.0,342.0,SA,56/342,56.0,342.0,106/342,106.0,342,,,,,,,,13,"Kings Highway (B,Q)",1401 KINGS HWY Brooklyn NY 11229,BK,11229.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,captain black,1.0,vanilla,,,,"Kings Highway (B,Q)",1401 KINGS HWY Brooklyn NY 11229,BK,11229.0,Y,Y,7.0,,"blue, orange brown, tan",N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
13,14.0,"Kings Highway (B,Q)",1101 QUENTIN RD Brooklyn NY 11229,11229.0,,Y,Y ,Y - Not as clear as others but usable,Janelle,BK,JP,4/35,4.0,35.0,7/35,7.0,35.0,SA,9/35,9.0,35.0,11/35,11.0,35,,,,,,,,14,"Kings Highway (B,Q)",1101 QUENTIN RD Brooklyn NY 11229,BK,11229.0,y,n,,,,y,2.0,"le prive, palma",,n,,,,y,1.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,4.0,,"Kings Highway (B,Q)",1101 QUENTIN RD Brooklyn NY 11229,BK,11229.0,Y,Y,4.0,,brown,Y,2.0,"Palma, Le Prive",,Y,2.0,,"silver, brown",Y,1.0,Straight Up,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,2,
14,15.0,"Kings Highway (B,Q)",1426 KINGS HWY Brooklyn NY 11229,11229.0,Don't have clear photos of full counter display,Y,Y ,Y - Some are clear but does not capture all cigs on display; picture that has all cigs on display blurry,Janelle,BK,JP,8/78,8.0,78.0,10/78,10.0,78.0,SA,13/57,13.0,57.0,7/57,7.0,57,,,,,,,,15,"Kings Highway (B,Q)",1426 KINGS HWY Brooklyn NY 11229,BK,11229.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Kings Highway (B,Q)",1426 KINGS HWY Brooklyn NY 11229,BK,11229.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
15,16.0,"Kings Highway (B,Q)",1924 KINGS HWY Brooklyn NY 11229,11229.0,,Y,Y ,Y - Not as clear as others but usable,Janelle,BK,JP,27/165,27.0,165.0,34/165,34.0,165.0,SA,24/102,24.0,102.0,36/102,36.0,102,,,,,,,,16,"Kings Highway (B,Q)",1924 KINGS HWY Brooklyn NY 11229,BK,11229.0,y,n,,,,n,,,,n,,,,y,3.0,"straight up, pink",dark brown,y,3.0,"buzz, sweet",pink,n,,,,y,2.0,"sweet, silver",,y,1.0,gold,,n,,,,"backwoods, captain black, trivo",4.0,"sweet aromatic, vanilla, silver, white grape",,,,"Kings Highway (B,Q)",1924 KINGS HWY Brooklyn NY 11229,BK,11229.0,Y,N,,,,N,,,,N,,,,Y,5.0,"Pink, grape","blue, brown pink",Y,3.0,,"yellow, pink, yellow and pink.",N,,,,Y,2.0,"Sweet cigarillos, Silver cigarillos",,Y,1.0,Vanilla,,Y,2.0,,Black and Yellow.,Trivo,2.0,White grape and Silver,,,
16,17.0,"Kings Highway (B,Q)",1690 E 16TH ST Brooklyn NY 11229,11229.0,,Y,Y ,Y - Good quality,Janelle,BK,JP,28/112,28.0,112.0,31/112,31.0,112.0,SA,29/126,29.0,126.0,35/126,35.0,126,,,,,,,,17,"Kings Highway (B,Q)",1690 E 16TH ST Brooklyn NY 11229,BK,11229.0,y,n,,,,y,2.0,"le prive, palma",,n,,,,y,1.0,straight up,,y,7.0,"buzz, ba boom, tata, white grape, sweet","red/white, silver",n,,,,n,,,,y,2.0,"gold, pink",,n,,,,bluntville,3.0,"palma, blueberry, grape",,1.0,,"Kings Highway (B,Q)",1690 E 16TH ST Brooklyn NY 11229,BK,11229.0,Y,N,,,,Y,2.0,"Palma, Le Prive",,Y,1.0,,Silver,Y,1.0,,brown,Y,2.0,"tropical twista, black natural",,N,,,,N,,,,Y,5.0,"pink, gold(2), blue,",purple,N,,,,N,,,,,
17,18.0,"Kings Highway (B,Q)",947 KINGS HWY Brooklyn NY 11223,11223.0,,Y,Y ,Y - Good quality,Janelle,BK,JP,49/191,49.0,191.0,56/191,56.0,191.0,SA,46/234,46.0,234.0,68/234,68.0,234,,,,,,,,18,"Kings Highway (B,Q)",947 KINGS HWY Brooklyn NY 11223,BK,11223.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,6.0,,"Kings Highway (B,Q)",947 KINGS HWY Brooklyn NY 11223,BK,11223.0,Y,Y,5.0,,Brown,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
18,19.0,"Kings Highway (B,Q)",1720 KINGS HWY Brooklyn NY 11229,11229.0,Pharmacy,Y,Y ,Y - Good quality,Janelle,BK,JP,36/200,36.0,200.0,50/200,50.0,200.0,SA,24/190,24.0,190.0,46/190,46.0,190,,,,,,,,19,"Kings Highway (B,Q)",1720 KINGS HWY Brooklyn NY 11229,BK,11229.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"backwoods, captain black",3.0,"sweet aromatic, sweet",brown,1.0,,"Kings Highway (B,Q)",1720 KINGS HWY Brooklyn NY 11229,BK,11229.0,Y,Y,3.0,,"orange, brown",N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
19,20.0,Kosciuszko St. (J),1165 BROADWAY Brooklyn NY 11221,11221.0,,Y,Y,Y - Not as clear but usable,Janelle,BK,JP,18/104,18.0,104.0,18/104,18.0,104.0,SA,6/13,6.0,13.0,6/13,6.0,13,,,,,,,,20,Kosciuszko St. (J),1165 BROADWAY Brooklyn NY 11221,BK,11221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Kosciuszko St. (J),1165 BROADWAY Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,1.0,Palma,,N,,,,Y,4.0,,brown,Y,1.0,,,N,,,,N,,,,Y,1.0,Vanilla,,N,,,,N,,,,,
20,21.0,Kosciuszko St. (J),1173 BROADWAY Brooklyn NY 11221,11221.0,,Y,Y,Y - Not as clear but usable,Janelle,BK,JP,13/180,13.0,180.0,13/180,13.0,180.0,SA,4/25,4.0,25.0,5/25,5.0,25,,,,,,,,21,Kosciuszko St. (J),1173 BROADWAY Brooklyn NY 11221,BK,11221.0,y,n,,,,y,1.0,le prive,,n,,,,y,1.0,straight up,,y,6.0,"tata, buzz, sweet, white grape","silver, light green/pink",n,,,,y,5.0,"tropical, purple wave, blue mystique, white grape, silver",,y,3.0,"gold, pink",,n,,,,"backwoods, bluntville",1.0,"sweet aromatic, grape",,5.0,,Kosciuszko St. (J),1173 BROADWAY Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,1.0,,BLACK,N,,,,N,,,,Y,6.0,,"ORANGE,YELLOW,GREEN,LIME GREEN,",N,,,,Y,5.0,"WHITE GRAPE, SILVER,","GREEN,PINK,YELLOW,",Y,2.0,"VANILLA,PINK",,N,,,,N,,,,,
21,22.0,Kosciuszko St. (J),1076 BROADWAY Brooklyn NY 11221,11221.0,,Y,Y ,Y - Good quality but cannot really identify number of packs,Janelle,BK,JP,4/16,4.0,16.0,5/16,5.0,16.0,RL,4/16,4.0,16.0,7/16,7.0,16,,,,,,,,22,Kosciuszko St. (J),1076 BROADWAY Brooklyn NY 11221,BK,11221.0,y,n,,,,n,,,,n,,,,y,1.0,pink,,n,,,,n,,,,n,,,,n,,,,n,,,,backwoods,1.0,sweet aromatic,,1.0,,Kosciuszko St. (J),1076 BROADWAY Brooklyn NY 11221,BK,11221.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
22,23.0,Kosciuszko St. (J),1117 BROADWAY Brooklyn NY 11221,11221.0,,Y,Y ,Y - Good quality but cannot really identify number of packs,Janelle,BK,JP,7/21,7.0,21.0,8/21,8.0,21.0,RL,6/21,6.0,21.0,8/21,8.0,21,,,,,,,,23,Kosciuszko St. (J),1117 BROADWAY Brooklyn NY 11221,BK,11221.0,y,n,,,,n,,,,n,,,,n,,,,y,3.0,"sweet, tata, og kush",,n,,,,y,5.0,"white grape, tropical, purple wave, silver",,y,2.0,gold,,n,,,,backwoods,2.0,sweet aromatic,,,,Kosciuszko St. (J),1117 BROADWAY Brooklyn NY 11221,BK,11221.0,Y,N,,,,N,,,,N,,,,Y,1.0,ORIGINAL,,Y,3.0,"TATA, OG KUSH,",RED,N,,,,Y,5.0,,"LIGHT GREEN, YELLOW, GOLD, PURPLE, SILVER",N,,,,N,,,,N,,,,,2.0
23,24.0,Norwood & Fulton,3185 FULTON ST Brooklyn NY 11208,11208.0,1/3 menthol,Y,Y,Y - Blocked view but was able to analyze,Janelle & Sally,BK,JP,1/3,1.0,3.0,1/3,1.0,3.0,RL,1/3,1.0,3.0,1/3,1.0,3,,,,,,,,24,Norwood & Fulton,3185 FULTON ST Brooklyn NY 11208,BK,11208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Norwood & Fulton,3185 FULTON ST Brooklyn NY 11208,BK,11208.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
24,25.0,Norwood & Fulton,3139 FULTON ST Brooklyn NY 11208,11208.0,,Y,Y,Y,Janelle & Sally,BK,JP,5/12,5.0,12.0,5/12,5.0,12.0,RL,5/12,5.0,12.0,5/12,5.0,12,,,,,,,,25,Norwood & Fulton,3139 FULTON ST Brooklyn NY 11208,BK,11208.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,4.0,,Norwood & Fulton,3139 FULTON ST Brooklyn NY 11208,BK,11208.0,Y,Y,2.0,,BROWN,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,2.0
25,26.0,Norwood & Fulton,3142 FULTON ST Brooklyn NY 11208,11208.0,,Y,Y,Y,Janelle & Sally,BK,JP,0/18,0.0,18.0,0/18,0.0,18.0,RL,0/18,0.0,18.0,0/18,0.0,18,,,,,,,,26,Norwood & Fulton,3142 FULTON ST Brooklyn NY 11208,BK,11208.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,Norwood & Fulton,3142 FULTON ST Brooklyn NY 11208,BK,11208.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
26,27.0,Norwood & Fulton,3118 FULTON ST Brooklyn NY 11208,11208.0,,Y,Y,Y,Janelle & Sally,BK,JP,39/153,39.0,153.0,51/153,51.0,153.0,RL,40/150,40.0,150.0,52/150,52.0,150,,,,,,,,27,Norwood & Fulton,3118 FULTON ST Brooklyn NY 11208,BK,11208.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,2.0,,Norwood & Fulton,3118 FULTON ST Brooklyn NY 11208,BK,11208.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
27,28.0,"Pennsylvania Ave. (2,3,4,5)",734 DUMONT AVE Brooklyn NY 11207,11207.0,,Y,Y ,Y - Blurry but usable; number of packs cannot be determined,Janelle,BK,JP,2/4,2.0,4.0,2/4,2.0,4.0,SA,2/4,2.0,4.0,2/4,2.0,4,,,,,,,,28,"Pennsylvania Ave. (2,3,4,5)",734 DUMONT AVE Brooklyn NY 11207,BK,11207.0,y,n,,,,n,,,,n,,,,y,2.0,"straight up, purple",,y,1.0,buzz,,n,,,,y,2.0,"white grape, sweet, purple wave",,n,,,,n,,,,,,,,1.0,,"Pennsylvania Ave. (2,3,4,5)",734 DUMONT AVE Brooklyn NY 11207,BK,11207.0,Y,N,,,,Y,2.0,"PINK VANILLA, PALMA",,N,,,,N,,,,N,,,,N,,,,Y,3.0,"SWEET CIGARILLOS,XOTIC LUSH,PURPLE WAVE",,N,,,,N,,,,N,,,,,2.0
28,29.0,"Pennsylvania Ave. (2,3,4,5)",575 RIVERDALE AVE Brooklyn NY 11207,11207.0,Not clearly visible ,Y,Y ,Y - Cigs are hidden in clear pictures,Janelle,BK,JP,2/4,2.0,4.0,2/4,2.0,4.0,RL,2/4,2.0,4.0,2/4,2.0,4,,,,,,,,29,"Pennsylvania Ave. (2,3,4,5)",575 RIVERDALE AVE Brooklyn NY 11207,BK,11207.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Pennsylvania Ave. (2,3,4,5)",575 RIVERDALE AVE Brooklyn NY 11207,BK,11207.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
29,30.0,"Pennsylvania Ave. (2,3,4,5)",578 LIVONIA AVE Brooklyn NY 11207,11207.0,,Y,Y ,Y - Good but slightly blurry ,Janelle,BK,JP,2/7,2.0,7.0,2/7,2.0,7.0,SA,3/6,3.0,6.0,4/6,4.0,6,,,,,,,,30,"Pennsylvania Ave. (2,3,4,5)",578 LIVONIA AVE Brooklyn NY 11207,BK,11207.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Pennsylvania Ave. (2,3,4,5)",578 LIVONIA AVE Brooklyn NY 11207,BK,11207.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
30,31.0,"Pennsylvania Ave. (2,3,4,5)",504 PENNSYLVANIA AVE Brooklyn NY 11207,11207.0,,Y,Y ,Y - Good quality although a bit dark,Janelle,BK,JP,1/9,1.0,9.0,1/9,1.0,9.0,SA,8/19,8.0,19.0,11/19,11.0,19,,,,,,,,31,"Pennsylvania Ave. (2,3,4,5)",504 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,3.0,"ba boom, buzz, sweet",,n,,,,n,,,,y,4.0,gold,,n,,,,"backwoods, bluntville, phillies blunt",7.0,"sweet aromatic, pink diva",red,24.0,,"Pennsylvania Ave. (2,3,4,5)",504 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,Y,N,,,,N,,,,N,,,,N,,,,Y,3.0,"BUZZ,TATA,SWEET",,N,,,,N,,,,Y,4.0,VANILLA,,N,,,,N,,,,,
31,32.0,"Pennsylvania Ave. (2,3,4,5)",509 PENNSYLVANIA AVE Brooklyn NY 11207,11207.0,"Folder on drive labeled ""Probably(?)""",Y,Y ,Y - Good quality,Janelle,BK,JP,12/22,12.0,22.0,12/22,12.0,22.0,SA,13/26,13.0,26.0,14/26,14.0,26,,,,,,,,32,"Pennsylvania Ave. (2,3,4,5)",509 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,y,n,,,,n,,,,n,,,,y,3.0,"straight up, pink, purple",,y,1.0,,green,n,,,,y,3.0,"blue mystique, sweet, purple wave",,n,,,,n,,,,backwoods,3.0,sweet aromatic,,3.0,4,"Pennsylvania Ave. (2,3,4,5)",509 PENNSYLVANIA AVE Brooklyn NY 11207,BK,11207.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
32,33.0,"Sterling St. (2,5)",413 LEFFERTS AVE Brooklyn NY 11225,11225.0,,Y,Y,Y - Good quality,Janelle,BK,JP,10/15,10.0,15.0,10/15,10.0,15.0,SA,10/15,10.0,15.0,10/15,10.0,15,,,,,,,,33,"Sterling St. (2,5)",413 LEFFERTS AVE Brooklyn NY 11225,BK,11225.0,y,n,,,,n,,,,n,,,,n,,,,y,1.0,sweet,,n,,,,y,1.0,sweet,,y,4.0,gold,,n,,,,"backwoods, phillies blunt",9.0,,"red/brown, red",2.0,,"Sterling St. (2,5)",413 LEFFERTS AVE Brooklyn NY 11225,BK,11225.0,Y,N,,,,N,,,,N,,,,N,,,,Y,10.0,SWEET,,N,,,,Y,6.0,,RED,N,,,,N,,,,N,,,,,
33,34.0,"Sterling St. (2,5)",250 EMPIRE BLVD Brooklyn NY 11225,11225.0,,Y,Y ,Y - Blurry but usable,Janelle,BK,JP,14/20,14.0,20.0,16/20,16.0,20.0,SA,14/20,14.0,20.0,16/20,16.0,20,,,,,,,,34,"Sterling St. (2,5)",250 EMPIRE BLVD Brooklyn NY 11225,BK,11225.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Sterling St. (2,5)",250 EMPIRE BLVD Brooklyn NY 11225,BK,11225.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,
