,Unnamed: 0,Unnamed: 0.1,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y,geo22,lon,lat
118,118,118,119.0,"65th St. (E,M,R)",4002 69TH ST Queens NY 11377,11377.0,,Y,Y,Y-acceptable,Rachel,QN,RL,28/44,28.0,44.0,38,38.0,44.0,SA,28/92,28.0,92.0,36/92,26.0,92,,,,,,,,119,"65th St. (E,M,R)",4002 69TH ST Queens NY 11377,QN,11377.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,n,,,,n,,,,y,1.0,sweet,,n,,,,n,,,,"backwoods, dutch masters",3.0,"sweet aromatic, palma",,,,"65th St. (E,M,R)",4002 69TH ST Queens NY 11377,QN,11377.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7463232, -73.89632639999999]", -73.89632639999999,40.7463232
119,119,119,120.0,"65th St. (E,M,R)",7302 37TH AVE Queens NY 11372,11377.0,,Y,Y,Y-acceptable,Rachel,QN,RL,Oct-46,10.0,46.0,20/46,20.0,46.0,SA,Nov-54,11.0,54.0,19/54,19.0,54,,,,,,,,120,"65th St. (E,M,R)",7302 37TH AVE Queens NY 11372,QN,11377.0,y,n,,,,y,1.0,palma,,y,1.0,dp zero,,y,1.0,straight up,,y,2.0,"sweet, og kush",,n,,,,y,1.0,blue mystique,,y,1.0,gold,,n,,,,"bluntville, dutch masters",2.0,palma,,,,"65th St. (E,M,R)",7302 37TH AVE Queens NY 11372,QN,11377.0,Y,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,,,"[40.7487139, -73.8925938]", -73.8925938,40.7487139
120,120,120,121.0,"65th St. (E,M,R)",6302 BROADWAY Queens NY 11377,11377.0,photos are dark,Y,Y,Y,Rachel,QN,RL,27/65,27.0,65.0,40/65,40.0,65.0,SA,,,,,,,,,,,,,,121,"65th St. (E,M,R)",6302 BROADWAY Queens NY 11377,QN,11377.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,blue mystique,,n,,,,y,2.0,"green, blue",,dutch masters,1.0,palma,,,,"65th St. (E,M,R)",6302 BROADWAY Queens NY 11377,QN,11377.0,Y,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,2.0,,UNID,N,,,,,,"[40.74972899999999, -73.89918399999999]", -73.89918399999999,40.74972899999999
121,121,121,122.0,"67th Ave. (E,M,R)",6533 AUSTIN ST Queens NY 11374,11374.0,only visible in large boxes,Y,Y,Y-accepable,Rachel,QN,RL,11-May,5.0,11.0,11-Aug,8.0,11.0,SA,23-May,5.0,23.0,23-Jun,6.0,23,,,,,,,,122,"67th Ave. (E,M,R)",6533 AUSTIN ST Queens NY 11374,QN,11374.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"67th Ave. (E,M,R)",6533 AUSTIN ST Queens NY 11374,QN,11374.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.725883, -73.85942]", -73.85942,40.725883
122,122,122,123.0,"67th Ave. (E,M,R)",10122 QUEENS BLVD Queens NY 11375,11375.0,photos are dark,Y,Y,Y-acceptable,Rachel,QN,RL,13-Jul,7.0,13.0,13-Nov,11.0,13.0,SA,18-Jul,7.0,18.0,18-Jul,7.0,18,,,,,,,,123,"67th Ave. (E,M,R)",10122 QUEENS BLVD Queens NY 11375,QN,11375.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"67th Ave. (E,M,R)",10122 QUEENS BLVD Queens NY 11375,QN,11375.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7261813, -73.8522362]", -73.8522362,40.7261813
123,123,123,124.0,"67th Ave. (E,M,R)",6725 AUSTIN ST Queens NY 11375,11375.0,partially blocked by signs,Y,Y,Y-acceptable,Rachel,QN,RL,15-Oct,10.0,15.0,15-Oct,10.0,15.0,SA,Aug-52,8.0,52.0,Nov-52,11.0,52,,,,,,,,124,"67th Ave. (E,M,R)",6725 AUSTIN ST Queens NY 11375,QN,11375.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"67th Ave. (E,M,R)",6725 AUSTIN ST Queens NY 11375,QN,11375.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.723971, -73.854586]", -73.854586,40.723971
124,124,124,125.0,"67th Ave. (E,M,R)",9702 QUEENS BLVD Queens NY 11374,11374.0,,Y,Y,Y,Rachel,QN,RL,23/54,23.0,54.0,35/54,35.0,54.0,SA,,,,,,,,,,,,,,125,"67th Ave. (E,M,R)",9702 QUEENS BLVD Queens NY 11374,QN,11374.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"67th Ave. (E,M,R)",9702 QUEENS BLVD Queens NY 11374,QN,11374.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.728807, -73.860006]", -73.860006,40.728807
125,125,125,126.0,"67th Ave. (E,M,R)",10301 QUEENS BLVD Queens NY 11375,11375.0,,Y,Y,Y,Rachel,QN,RL,37/96,37.0,96.0,55/96,55.0,96.0,SA,37/115,37.0,115.0,40/115,40.0,115,,,,,,,,126,"67th Ave. (E,M,R)",10301 QUEENS BLVD Queens NY 11375,QN,11375.0,y,n,,,,y,1.0,palma,,y,5.0,"dp up & up, dp purple, dp sweet, dp og kush",,y,1.0,straight up,,n,,,,n,,,,y,4.0,"sweet, purple wave, pure gold",,n,,,,n,,,,"backwoods, dutch masters",3.0,"sweet aromatic, palma",,,,"67th Ave. (E,M,R)",10301 QUEENS BLVD Queens NY 11375,QN,11375.0,Y,N,,,,N,,,,Y,3.0,,"PURPLE, GREEN, YELLOW",Y,1.0,STRAIGHT UP,,N,,,,N,,,,Y,4.0,"SWEETS,","YELLOW(2), PURPLE",N,,,,N,,,,N,,,,,,"[40.7250254, -73.84984279999999]", -73.84984279999999,40.7250254
126,126,126,131.0,"Elmhurst Ave. (E,M,R)",8525 WHITNEY AVE Queens NY 11373,11373.0,,Y,Y,Y-acceptable,Rachel,QN,RL,12-Mar,3.0,12.0,12-Jun,6.0,12.0,SA,20-May,5.0,20.0,20-Jun,6.0,20,,,,,,,,131,"Elmhurst Ave. (E,M,R)",8525 WHITNEY AVE Queens NY 11373,QN,11373.0,y,n,,,,n,,,,n,,,,n,,,,y,1.0,,red/green,n,,,,y,2.0,pure gold,,n,,,,n,,,,,,,,,,"Elmhurst Ave. (E,M,R)",8525 WHITNEY AVE Queens NY 11373,QN,11373.0,Y,N,,,,N,,,,N,,,,N,,,,Y,1.0,,UNID,N,,,,Y,2.0,,"YELLOW, UNID",N,,,,N,,,,N,,,,,,"[40.7416663, -73.8794848]", -73.8794848,40.7416663
127,127,127,132.0,"Elmhurst Ave. (E,M,R)",8281 BROADWAY Queens NY 11373,11373.0,bad images,Y,N,,,QN,RL,Nov-33,11.0,33.0,16/33,16.0,33.0,SA,Dec-57,12.0,57.0,14/57,14.0,57,,,,,,,,132,"Elmhurst Ave. (E,M,R)",8281 BROADWAY Queens NY 11373,QN,11373.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Elmhurst Ave. (E,M,R)",8281 BROADWAY Queens NY 11373,QN,11373.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7415256, -73.88034789999999]", -73.88034789999999,40.7415256
128,128,128,133.0,"Elmhurst Ave. (E,M,R)",8233 BROADWAY Queens NY 11373,11373.0,pics to be brightened,Y,Y,Y- good,Rachel,QN,SS,17-May,5.0,17.0,17-May,5.0,17.0,SA,19-Jul,7.0,29.0,19-Jul,7.0,19,,,,,,,,133,"Elmhurst Ave. (E,M,R)",8233 BROADWAY Queens NY 11373,QN,11373.0,y,n,,,,y,1.0,palma,,n,,,,y,2.0,"straight up, blue",,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,dutch masters,1.0,palma,,,,"Elmhurst Ave. (E,M,R)",8233 BROADWAY Queens NY 11373,QN,11373.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,1.0,"[40.7424433, -73.8816441]", -73.8816441,40.7424433
129,129,129,134.0,"Elmhurst Ave. (E,M,R)",8411 ELMHURST AVE Queens NY 11373,11373.0,oversized cig boxes on display,Y,Y,Y- good,Rachel,QN,SS,20-Apr,4.0,20.0,20-May,5.0,20.0,SA,20-Apr,4.0,20.0,20-May,5.0,20,,,,,,,,134,"Elmhurst Ave. (E,M,R)",8411 ELMHURST AVE Queens NY 11373,QN,11373.0,y,n,,,,n,,,,y,3.0,"dp og kush, dp purple, dp zero",,y,1.0,straight up,,y,1.0,sweet,,n,,,,n,,,,n,,,,n,,,,dutch masters,1.0,palma,,,,"Elmhurst Ave. (E,M,R)",8411 ELMHURST AVE Queens NY 11373,QN,11373.0,Y,N,,,,N,,,,Y,3.0,,"SILVER,GREEN,PURPLE",Y,1.0,STRAIGH UP,,Y,1.0,,YELLOW/RED,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.742241, -73.88088909999999]", -73.88088909999999,40.742241
130,130,130,135.0,"Elmhurst Ave. (E,M,R)",8320 BROADWAY Queens NY 11373,11373.0,,Y,Y,Y-very good,Rachel,QN,SS,20-Jun,6.0,20.0,20-Aug,8.0,20.0,SA,21-Aug,8.0,21.0,21-Oct,10.0,21,,,,,,,,135,"Elmhurst Ave. (E,M,R)",8320 BROADWAY Queens NY 11373,QN,11373.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Elmhurst Ave. (E,M,R)",8320 BROADWAY Queens NY 11373,QN,11373.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,3.0,,YELLOW,N,,,,N,,,,,,"[40.740589, -73.87953999999999]", -73.87953999999999,40.740589
131,131,131,136.0,"Elmhurst Ave. (E,M,R)",8273 BROADWAY Queens NY 11373,11373.0,photos need to be brightened,Y,Y,Y- good,Rachel,QN,SS,24-Dec,12.0,24.0,24-Dec,12.0,24.0,SA,26-Dec,12.0,26.0,26-Dec,12.0,26,,,,,,,,136,"Elmhurst Ave. (E,M,R)",8273 BROADWAY Queens NY 11373,QN,11373.0,y,n,,,,n,,,,y,3.0,"dp og kush, dp purple, dp zero",,y,1.0,straight up,,n,,,,n,,,,y,3.0,"silver, sweet, purple",,y,1.0,gold,,n,,,,dutch masters,1.0,palma,,,,"Elmhurst Ave. (E,M,R)",8273 BROADWAY Queens NY 11373,QN,11373.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,1.0,"[40.7417661, -73.88068249999999]", -73.88068249999999,40.7417661
132,132,132,137.0,"Elmhurst Ave. (E,M,R)",8261 BROADWAY Queens NY 11373,11373.0,pics to be brightened,Y,Y,Y- good,Rachel,QN,SS,Nov-34,11.0,34.0,15/34,15.0,17.0,SA,13/34,13.0,34.0,17/34,17.0,34,,,,,,,,137,"Elmhurst Ave. (E,M,R)",8261 BROADWAY Queens NY 11373,QN,11373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Elmhurst Ave. (E,M,R)",8261 BROADWAY Queens NY 11373,QN,11373.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,1.0,"[40.7420267, -73.8810336]", -73.8810336,40.7420267
133,133,133,138.0,"Jamaica Center - Parsons/Archer (E,J,Z)",16202 JAMAICA AVE Queens NY 11432,11432.0,,Y,N,Y,Rachel,QN,RL,24/83,24.0,83.0,24,35.0,83.0,SA,15-Apr,4.0,15.0,15-Jul,7.0,15,,,,,,,,138,"Jamaica Center - Parsons/Archer (E,J,Z)",16202 UNION HALL ST Queens NY 11432,QN,11432.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,y,6.0,gold,,n,,,,bluntville,6.0,palma,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",16202 JAMAICA AVE Queens NY 11432,QN,11432.0,Y,Y,1.0,,BLUE,Y,6.0,,YELLOW,N,,,,N,,,,N,,,,N,,,,N,,,,Y,6.0,,YELLOW,N,,,,N,,,,,,"[40.7040635, -73.7976779]", -73.7976779,40.7040635
134,134,134,139.0,"Jamaica Center - Parsons/Archer (E,J,Z)",8931 161ST ST Queens NY 11432,11432.0,,Y,Y,Y- acceptable,Rachel,QN,RL,14-Sep,9.0,14.0,14-May,5.0,14.0,SA,17-May,5.0,17.0,17-May,5.0,17,,,,,,,,139,"Jamaica Center - Parsons/Archer (E,J,Z)",8931 161ST ST Queens NY 11432,QN,11432.0,y,n,,,,y,4.0,"palma, pink duchess",,n,,,,n,,,,n,,,,n,,,,y,3.0,"sweet, white grape, purple wave",,n,,,,n,,,,"bluntville, backwoods",2.0,"palma, sweet aromatic",,3.0,,"Jamaica Center - Parsons/Archer (E,J,Z)",8931 161ST ST Queens NY 11432,QN,11432.0,Y,Y,2.0,,"BLUE, YELLOW/ORANGE",Y,3.0,"PALMA, PINK(2)",,N,,,,N,,,,N,,,,N,,,,N,,,,Y,4.0,,YELLOW,N,,,,N,,,,,,"[40.7055779, -73.7992175]", -73.7992175,40.7055779
135,135,135,140.0,"Jamaica Center - Parsons/Archer (E,J,Z)",15527 JAMAICA AVE Queens NY 11432,11432.0,only in boxes,Y,Y,Y,Rachel,QN,RL,15-Sep,9.0,15.0,15-Jun,6.0,15.0,SA,12-Aug,8.0,12.0,12-Aug,8.0,12,,,,,,,,140,"Jamaica Center - Parsons/Archer (E,J,Z)",15527 JAMAICA AVE Queens NY 11432,QN,11432.0,y,n,,,,y,7.0,"palma, le prive",,y,3.0,"dp og kush, dp purple, dp zero",,n,,,,y,6.0,"tata, buzz, white grape, sweet, poco loco, tropical twista",,n,,,,n,,,,n,,,,n,,,,"bluntville, dutch masters",14.0,"palma, blue, triple vanilla, palma trio, pink diva, palma",,,,"Jamaica Center - Parsons/Archer (E,J,Z)",15527 JAMAICA AVE Queens NY 11432,QN,11432.0,Y,N,,,,Y,2.0,"LE PRIVE, PALMA",,Y,3.0,,"SILVER, BROWN, PURPLE",N,,,Y,Y,6.0,"GREEN/ORANGE,GREEN/YELLOW, YELLOW, PINK/YELLOW,GREEN/RED(2)",,N,,,,N,,,,Y,6.0,,"YELLOW(6), PINK",N,,,,N,,,,,,"[40.7034597, -73.8005962]", -73.8005962,40.7034597
136,136,136,141.0,"Jamaica Center - Parsons/Archer (E,J,Z)",8834 PARSONS BLVD Queens NY 11432,11432.0,partially blocked by vendor,Y,Y,Y- acceptable,Rachel,QN,RL,25-Sep,9.0,25.0,25-Apr,4.0,25.0,AV,Sep-36,9.0,36.0,Sep-36,9.0,36,,,,,,,,141,"Jamaica Center - Parsons/Archer (E,J,Z)",8834 PARSONS BLVD Queens NY 11432,QN,11432.0,y,n,,,,n,,,,y,1.0,dp purple,,y,2.0,"straight up, purple",,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",8834 PARSONS BLVD Queens NY 11432,QN,11432.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7058168, -73.8018611]", -73.8018611,40.7058168
137,137,137,142.0,"Jamaica Center - Parsons/Archer (E,J,Z)",8974 162ND ST Queens NY 11432,11432.0,,Y,Y,Y,Rachel,QN,AV,Nov-36,11.0,36.0,25/36,15.0,36.0,SA,Nov-42,11.0,42.0,14/42,14.0,42,,,,,,,,142,"Jamaica Center - Parsons/Archer (E,J,Z)",8974 162ND ST Queens NY 11432,QN,11432.0,y,n,,,,y,4.0,"palma, le prive, black don, connoisseur",,y,4.0,"dp sweet, dp og kush, dp purple",,y,4.0,"straight up, purple, pink, blue",,y,8.0,"sweet, tata, white grape, buzz, og kush, ba boom, poco loco, tropical twista",,n,,,,y,4.0,"silver, purple wave, blue mystiq",,n,,,,y,3.0,"green, blue, red",,"dutch masters, bluntville",6.0,"palma, palma, blue, piff, pink diva ",,,,"Jamaica Center - Parsons/Archer (E,J,Z)",8974 162ND ST Queens NY 11432,QN,11432.0,Y,N,,,,N,,,,N,,,,Y,3.0,"PURPLE,PINK,STRAIGHT UP",,N,,,,N,,,,Y,3.0,"HI VOLTAGE, SWEET",UNID,N,,,,N,,,,N,,,,3,,"[40.70474249999999, -73.798172]", -73.798172,40.70474249999999
138,138,138,143.0,"Jamaica Center - Parsons/Archer (E,J,Z)",15809 ARCHER AVE Queens NY 11433,11433.0,,Y,Y,Y-good,Rachel,QN,AV,22/100,22.0,100.0,22/100,22.0,100.0,SA,10-May,5.0,10.0,10-Jun,6.0,10,,,,,,,,143,"Jamaica Center - Parsons/Archer (E,J,Z)",15809 ARCHER AVE Queens NY 11433,QN,11433.0,y,n,,,,y,5.0,"pink duchess, connoisseur, black don, le prive, palma",,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,bluntville,1.0,palma,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",15809 ARCHER AVE Queens NY 11433,QN,11433.0,Y,N,,,,Y,5.0,"BLACK DON, PINK DUTCHESS, LE PRIVE",YELLOW (2),N,,,,N,,,,N,,,,N,,,,N,,,,Y,2.0,,YELLOW,N,,,,N,,,,,,"[40.7027194, -73.799714]", -73.799714,40.7027194
139,139,139,144.0,"Jamaica Center - Parsons/Archer (E,J,Z)",8912 163RD ST Queens NY 11432,11432.0,no cigarettes visible,Y,N,Y- acceptable,,QN,AV,9-Mar,3.0,9.0,9-Mar,3.0,9.0,SA,10-Mar,3.0,10.0,10-Apr,4.0,10,,,,,,,,144,"Jamaica Center - Parsons/Archer (E,J,Z)",8912 163RD ST Queens NY 11432,QN,11432.0,y,n,,,,y,2.0,"palma, pink duchess",,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,bluntville,1.0,pink diva,,,,"Jamaica Center - Parsons/Archer (E,J,Z)",8912 163RD ST Queens NY 11432,QN,11432.0,Y,N,,,,Y,2.0,"PINK DUTCHESS, PALMA",,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,PINK,,N,,,,N,,,,,,"[40.7062202, -73.799041]", -73.799041,40.7062202
140,140,140,145.0,"Steinway St. (E,M,R)",3218 STEINWAY ST Queens NY 11103,11103.0,,Y,Y,Y- acceptable,Rachel,QN,AV,13/52,13.0,52.0,13/52,13.0,52.0,SA,21/76,21.0,76.0,25/76,25.0,76,,,,,,,,145,"Steinway St. (E,M,R)",3218 STEINWAY ST Queens NY 11103,QN,11103.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Steinway St. (E,M,R)",3218 STEINWAY ST Queens NY 11103,QN,11103.0,Y,N,,,,Y,3.0,"BLACK DON, LE PRIVE, PALMA",,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.758603, -73.91964240000001]", -73.91964240000001,40.758603
141,141,141,146.0,"Steinway St. (E,M,R)",3720 BROADWAY Queens NY 11103,11103.0,"difficult to count, difficult to distinguish cigs/ menthol",Y,Y,Y- acceptable,Rachel,QN,SS,18-Feb,2.0,18.0,18-Apr,4.0,18.0,SA,18-Feb,2.0,18.0,18-Mar,3.0,18,,,,,,,,146,"Steinway St. (E,M,R)",3720 BROADWAY Queens NY 11103,QN,11103.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Steinway St. (E,M,R)",3720 BROADWAY Queens NY 11103,QN,11103.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.759281, -73.9200101]", -73.9200101,40.759281
142,142,142,147.0,"Steinway St. (E,M,R)",3714 BROADWAY Queens NY 11103,11103.0,,Y,Y,Y-  acceptable,Rachel,QN,SS,25-Jun,6.0,25.0,25-Jul,7.0,25.0,SA,29-May,5.0,29.0,29-Jul,7.0,29,,,,,,,,147,"Steinway St. (E,M,R)",3714 BROADWAY Queens NY 11103,QN,11103.0,y,n,,,,,,,,y,1.0,dp kush,,y,1.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Steinway St. (E,M,R)",3714 BROADWAY Queens NY 11103,QN,11103.0,Y,N,,,,N,,,,N,,,,Y,1.0,STRAIGHT UP,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7593675, -73.9202143]", -73.9202143,40.7593675
143,143,143,148.0,"Steinway St. (E,M,R)",4109 BROADWAY Queens NY 11103,11103.0,,Y,Y,Y- very good,Rachel,QN,SS,13/49,13.0,49.0,16/49,16.0,49.0,SA,Nov-52,11.0,52.0,15/52,15.0,52,,,,,,,,148,"Steinway St. (E,M,R)",4109 BROADWAY Queens NY 11103,QN,11103.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,y,3.0,"green, blue, black",,white owl,2.0,"silver, sweet",,1.0,,"Steinway St. (E,M,R)",4109 BROADWAY Queens NY 11103,QN,11103.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,3.0,,"GREEN, WHITE, BLUE",N,,,,,,"[40.7586029, -73.9177263]", -73.9177263,40.7586029
144,144,144,149.0,"Steinway St. (E,M,R)",4112 BROADWAY Queens NY 11103,11103.0,,Y,Y,Y- acceptable,Rachel,QN,SS,Oct-62,10.0,62.0,22/62,22.0,62.0,SA,Dec-64,12.0,64.0,19/64,19.0,64,,,,,,,,149,"Steinway St. (E,M,R)",4112 BROADWAY Queens NY 11103,QN,11103.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,8.0,,"Steinway St. (E,M,R)",4112 BROADWAY Queens NY 11103,QN,11103.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.758182, -73.917908]", -73.917908,40.758182
145,145,145,150.0,"Steinway St. (E,M,R)",3805 BROADWAY Queens NY 11103,11103.0,,Y,Y,Y- good,Rachel,QN,SS,27/72,27.0,72.0,31/72,31.0,72.0,SA,28/72,28.0,72.0,31/72,31.0,72,,,,,,,,150,"Steinway St. (E,M,R)",3805 BROADWAY Queens NY 11103,QN,11103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Steinway St. (E,M,R)",3805 BROADWAY Queens NY 11103,QN,11103.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,2.0,"[40.7593675, -73.9193683]", -73.9193683,40.7593675
146,146,146,151.0,"Steinway St. (E,M,R)",3802 BROADWAY Queens NY 11103,11103.0,,Y,Y,Y- very good,Rachel,QN,SS,21/73,21.0,73.0,27/73,27.0,73.0,SA,26/95,26.0,95.0,35/95,35.0,95,,,,,,,,151,"Steinway St. (E,M,R)",3802 BROADWAY Queens NY 11103,QN,11103.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,backwoods,1.0,sweet aromatic,,,,"Steinway St. (E,M,R)",3802 BROADWAY Queens NY 11103,QN,11103.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7590584, -73.919839]", -73.919839,40.7590584
147,147,147,153.0,"Canal St, 1 & 2 train",300 W BROADWAY Manhattan NY 10007,10007.0,,Y,Y,Y,Rachel,MN,RL,9-Feb,2.0,19.0,19-Feb,2.0,19.0,SG,14/25,14.0,125.0,25/125,25.0,125,,,,,,,,153,"Canal St, 1 & 2 train",300 W BROADWAY Manhattan NY 10007,MN,10007.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,3,"Canal St, 1 & 2 train",300 W BROADWAY Manhattan NY 10007,MN,10007.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,4.0,"[40.7217316, -74.0045969]", -74.0045969,40.7217316
148,148,148,154.0,"Canal St, 1 & 2 train",374 CANAL ST Manhattan NY 10013,10013.0,,Y,Y,Y,Rachel,MN,RL,Sep-40,9.0,40.0,16/40,16.0,40.0,SG,Dec-42,12.0,42.0,19/42,19.0,42,,,,,,,,154,"Canal St, 1 & 2 train",374 CANAL ST Manhattan NY 10013,MN,10013.0,y,n,,,,y,2.0,"palma, connoiseur",,n,,,,y,1.0,straight up,,y,2.0,"sweet, ba boom",,n,,,,n,,,,y,1.0,gold,,y,6.0,"green, blue, red, black",,"white owl, dutch masters",3.0,"silver, sweet, palma",,,3,"Canal St, 1 & 2 train",374 CANAL ST Manhattan NY 10013,MN,10013.0,Y,N,,,,Y,2.0,Palma,,N,,,,N,,,,Y,2.0,,"RED/GREEN, RED/YELLOW",N,,,,N,,,,Y,1.0,Gold,,Y,6.0,,UNID,N,,,,,,"[40.7208999, -74.0044202]", -74.0044202,40.7208999
